Region,Country/ Territory,Data collection,Year,Received
Africa,Mauritania,UN-CTS,2022,0
Africa,Mauritania,UN-IAFQ,2019,0
Africa,Mauritania,UN-IAFQ,2020,0
Africa,Mauritania,UN-IAFQ,2021,0
Africa,Mauritania,UN-IAFQ,2022,0
Africa,Mayotte,ARQ,2019,0
Africa,Mayotte,ARQ,2020,0
Africa,Mayotte,ARQ,2021,0
Africa,Mayotte,ARQ,2022,0
Africa,Mayotte,GLOTIP,2019,0
Africa,Mayotte,GLOTIP,2020,0
Africa,Mayotte,GLOTIP,2021,0
Africa,Mayotte,GLOTIP,2022,0
Africa,Mayotte,IDS,2019,0
Africa,Mayotte,IDS,2020,0
Africa,Mayotte,IDS,2021,0
Africa,Mayotte,IDS,2022,0
Africa,Mayotte,UN-CTS,2019,0
Africa,Mayotte,UN-CTS,2020,0
Africa,Mayotte,UN-CTS,2021,0
Africa,Mayotte,UN-CTS,2022,0
Africa,Mayotte,UN-IAFQ,2019,0
Africa,Mayotte,UN-IAFQ,2020,0
Africa,Mayotte,UN-IAFQ,2021,0
Africa,Mayotte,UN-IAFQ,2022,0
Africa,Mozambique,ARQ,2019,1
Africa,Mozambique,ARQ,2020,1
Africa,Mozambique,ARQ,2021,0
Africa,Mozambique,ARQ,2022,0
Africa,Mozambique,GLOTIP,2019,0
Africa,Mozambique,GLOTIP,2020,0
Africa,Mozambique,GLOTIP,2021,0
Africa,Mozambique,GLOTIP,2022,1
Africa,Mozambique,IDS,2019,0
Africa,Mozambique,IDS,2020,1
Africa,Mozambique,IDS,2021,0
Africa,Mozambique,IDS,2022,0
Africa,Mozambique,UN-CTS,2019,0
Africa,Mozambique,UN-CTS,2020,0
Africa,Mozambique,UN-CTS,2021,0
Africa,Mozambique,UN-CTS,2022,0
Africa,Mozambique,UN-IAFQ,2019,0
Africa,Mozambique,UN-IAFQ,2020,0
Africa,Mozambique,UN-IAFQ,2021,0
Africa,Mozambique,UN-IAFQ,2022,0
Africa,Namibia,ARQ,2019,0
Africa,Namibia,ARQ,2020,0
Africa,Namibia,ARQ,2021,0
Africa,Namibia,ARQ,2022,1
Africa,Namibia,GLOTIP,2019,0
Africa,Namibia,GLOTIP,2020,0
Africa,Namibia,GLOTIP,2021,1
Africa,Namibia,GLOTIP,2022,1
Africa,Namibia,IDS,2019,0
Africa,Namibia,IDS,2020,0
Africa,Namibia,IDS,2021,1
Africa,Namibia,IDS,2022,0
Africa,Namibia,UN-CTS,2019,0
Africa,Namibia,UN-CTS,2020,0
Africa,Namibia,UN-CTS,2021,1
Africa,Namibia,UN-CTS,2022,1
Africa,Namibia,UN-IAFQ,2019,0
Africa,Namibia,UN-IAFQ,2020,0
Africa,Namibia,UN-IAFQ,2021,1
Africa,Namibia,UN-IAFQ,2022,0
Africa,Niger,ARQ,2020,0
Africa,Niger,ARQ,2021,1
Africa,Niger,ARQ,2022,0
Africa,Niger,GLOTIP,2019,0
Africa,Niger,GLOTIP,2020,0
Africa,Niger,GLOTIP,2021,0
Africa,Niger,GLOTIP,2022,1
Africa,Niger,IDS,2019,1
Africa,Niger,IDS,2020,0
Africa,Niger,IDS,2021,0
Africa,Niger,IDS,2022,0
Africa,Niger,UN-CTS,2019,0
Africa,Niger,UN-CTS,2020,0
Africa,Niger,UN-CTS,2021,0
Africa,Niger,UN-CTS,2022,0
Africa,Niger,UN-IAFQ,2019,0
Africa,Niger,UN-IAFQ,2020,0
Africa,Niger,UN-IAFQ,2021,0
Africa,Niger,UN-IAFQ,2022,0
Africa,Nigeria,ARQ,2019,1
Africa,Nigeria,ARQ,2020,1
Africa,Nigeria,ARQ,2021,1
Africa,Nigeria,ARQ,2022,1
Africa,Nigeria,GLOTIP,2019,0
Africa,Nigeria,GLOTIP,2020,0
Africa,Nigeria,GLOTIP,2021,0
Africa,Nigeria,GLOTIP,2022,1
Africa,Nigeria,IDS,2019,1
Africa,Nigeria,IDS,2020,1
Africa,Nigeria,IDS,2021,0
Africa,Nigeria,IDS,2022,1
Africa,Nigeria,UN-CTS,2019,0
Africa,Nigeria,UN-CTS,2020,0
Africa,Nigeria,UN-CTS,2021,0
Africa,Nigeria,UN-CTS,2022,0
Africa,Nigeria,UN-IAFQ,2019,0
Africa,Nigeria,UN-IAFQ,2020,0
Africa,Nigeria,UN-IAFQ,2021,0
Africa,Nigeria,UN-IAFQ,2022,0
Africa,Réunion,ARQ,2019,0
Africa,Réunion,ARQ,2020,0
Africa,Réunion,ARQ,2021,0
Africa,Réunion,ARQ,2022,0
Africa,Réunion,GLOTIP,2019,0
Africa,Réunion,GLOTIP,2020,0
Africa,Réunion,GLOTIP,2021,0
Africa,Réunion,GLOTIP,2022,0
Africa,Réunion,IDS,2019,0
Africa,Réunion,IDS,2020,0
Africa,Réunion,IDS,2021,0
Africa,Réunion,IDS,2022,0
Africa,Réunion,UN-CTS,2019,0
Africa,Réunion,UN-CTS,2020,0
Africa,Réunion,UN-CTS,2021,0
Africa,Réunion,UN-CTS,2022,0
Africa,Réunion,UN-IAFQ,2019,0
Africa,Réunion,UN-IAFQ,2020,0
Africa,Réunion,UN-IAFQ,2021,0
Africa,Réunion,UN-IAFQ,2022,0
Africa,Rwanda,ARQ,2019,0
Africa,Rwanda,ARQ,2020,0
Africa,Rwanda,ARQ,2021,0
Africa,Rwanda,ARQ,2022,0
Africa,Rwanda,GLOTIP,2019,0
Africa,Rwanda,GLOTIP,2020,0
Africa,Rwanda,GLOTIP,2021,0
Africa,Rwanda,GLOTIP,2022,0
Africa,Rwanda,IDS,2019,0
Africa,Rwanda,IDS,2020,0
Africa,Rwanda,IDS,2021,0
Africa,Rwanda,IDS,2022,0
Africa,Rwanda,UN-CTS,2019,0
Africa,Rwanda,UN-CTS,2020,0
Africa,Rwanda,UN-CTS,2021,0
Africa,Rwanda,UN-CTS,2022,0
Africa,Rwanda,UN-IAFQ,2019,0
Africa,Rwanda,UN-IAFQ,2020,0
Africa,Rwanda,UN-IAFQ,2021,0
Africa,Rwanda,UN-IAFQ,2022,0
Africa,Saint Helena,ARQ,2019,0
Africa,Saint Helena,ARQ,2020,0
Africa,Saint Helena,ARQ,2021,0
Africa,Saint Helena,ARQ,2022,0
Africa,Saint Helena,GLOTIP,2019,0
Africa,Saint Helena,GLOTIP,2020,0
Africa,Saint Helena,GLOTIP,2021,0
Africa,Saint Helena,GLOTIP,2022,0
Africa,Saint Helena,IDS,2019,0
Africa,Saint Helena,IDS,2020,0
Africa,Saint Helena,IDS,2021,0
Africa,Saint Helena,IDS,2022,0
Africa,Saint Helena,UN-CTS,2019,0
Africa,Saint Helena,UN-CTS,2020,0
Africa,Saint Helena,UN-CTS,2021,0
Africa,Saint Helena,UN-CTS,2022,0
Africa,Saint Helena,UN-IAFQ,2019,0
Africa,Saint Helena,UN-IAFQ,2020,0
Africa,Saint Helena,UN-IAFQ,2021,0
Africa,Saint Helena,UN-IAFQ,2022,0
Africa,Senegal,ARQ,2019,1
Africa,Senegal,ARQ,2020,1
Africa,Senegal,ARQ,2021,0
Africa,Senegal,ARQ,2022,0
Africa,Senegal,GLOTIP,2019,0
Africa,Senegal,GLOTIP,2020,0
Africa,Senegal,GLOTIP,2021,0
Africa,Senegal,GLOTIP,2022,0
Africa,Senegal,IDS,2019,1
Africa,Senegal,IDS,2020,1
Africa,Senegal,IDS,2021,1
Africa,Senegal,IDS,2022,0
Africa,Senegal,UN-CTS,2019,0
Africa,Senegal,UN-CTS,2020,0
Africa,Senegal,UN-CTS,2021,0
Africa,Senegal,UN-CTS,2022,0
Africa,Senegal,UN-IAFQ,2019,0
Africa,Senegal,UN-IAFQ,2020,0
Africa,Senegal,UN-IAFQ,2021,0
Africa,Senegal,UN-IAFQ,2022,0
Africa,Seychelles,ARQ,2019,0
Africa,Seychelles,ARQ,2020,0
Africa,Seychelles,ARQ,2021,0
Africa,Seychelles,ARQ,2022,0
Africa,Seychelles,GLOTIP,2019,0
Africa,Seychelles,GLOTIP,2020,0
Africa,Seychelles,GLOTIP,2021,0
Africa,Seychelles,GLOTIP,2022,0
Africa,Seychelles,IDS,2019,0
Africa,Seychelles,IDS,2020,0
Africa,Seychelles,IDS,2021,0
Africa,Seychelles,IDS,2022,0
Africa,Seychelles,UN-CTS,2019,0
Africa,Seychelles,UN-CTS,2020,0
Africa,Seychelles,UN-CTS,2021,0
Africa,Seychelles,UN-CTS,2022,0
Africa,Seychelles,UN-IAFQ,2019,0
Africa,Seychelles,UN-IAFQ,2020,0
Africa,Seychelles,UN-IAFQ,2021,0
Africa,Seychelles,UN-IAFQ,2022,0
Africa,Sierra Leone,ARQ,2019,0
Africa,Sierra Leone,ARQ,2020,0
Africa,Sierra Leone,ARQ,2021,0
Africa,Sierra Leone,ARQ,2022,0
Africa,Sierra Leone,GLOTIP,2019,0
Africa,Sierra Leone,GLOTIP,2020,0
Africa,Sierra Leone,GLOTIP,2021,0
Africa,Sierra Leone,GLOTIP,2022,0
Africa,Sierra Leone,IDS,2019,0
Africa,Sierra Leone,IDS,2020,0
Africa,Sierra Leone,IDS,2021,0
Africa,Sierra Leone,IDS,2022,0
Africa,Sierra Leone,UN-CTS,2019,0
Africa,Sierra Leone,UN-CTS,2020,0
Africa,Sierra Leone,UN-CTS,2021,0
Africa,Sierra Leone,UN-CTS,2022,0
Africa,Sierra Leone,UN-IAFQ,2019,0
Africa,Sierra Leone,UN-IAFQ,2020,0
Africa,Sierra Leone,UN-IAFQ,2021,0
Africa,Sierra Leone,UN-IAFQ,2022,0
Africa,Somalia,ARQ,2019,0
Africa,Somalia,ARQ,2020,0
Africa,Somalia,ARQ,2021,0
Africa,Somalia,ARQ,2022,0
Africa,Somalia,GLOTIP,2019,0
Africa,Somalia,GLOTIP,2020,0
Africa,Somalia,GLOTIP,2021,0
Africa,Somalia,GLOTIP,2022,0
Africa,Somalia,IDS,2019,0
Africa,Somalia,IDS,2020,0
Africa,Somalia,IDS,2021,0
Africa,Somalia,IDS,2022,0
Africa,Somalia,UN-CTS,2019,0
Africa,Somalia,UN-CTS,2020,0
Africa,Somalia,UN-CTS,2021,0
Africa,Somalia,UN-CTS,2022,0
Africa,Somalia,UN-IAFQ,2019,0
Africa,Somalia,UN-IAFQ,2020,0
Africa,Somalia,UN-IAFQ,2021,0
Africa,Somalia,UN-IAFQ,2022,0
Africa,South Africa,ARQ,2019,1
Africa,South Africa,ARQ,2020,1
Africa,South Africa,ARQ,2021,1
Africa,South Africa,ARQ,2022,1
Africa,South Africa,GLOTIP,2019,0
Africa,South Africa,GLOTIP,2020,0
Africa,South Africa,GLOTIP,2021,0
Africa,South Africa,GLOTIP,2022,0
Africa,South Africa,IDS,2019,0
Africa,South Africa,IDS,2020,0
Africa,South Africa,IDS,2021,0
Africa,South Africa,IDS,2022,0
Africa,South Africa,UN-CTS,2019,0
Africa,South Africa,UN-CTS,2020,0
Africa,South Africa,UN-CTS,2021,0
Africa,South Africa,UN-CTS,2022,0
Africa,South Africa,UN-IAFQ,2019,0
Africa,South Africa,UN-IAFQ,2020,0
Africa,South Africa,UN-IAFQ,2021,0
Africa,South Africa,UN-IAFQ,2022,0
Africa,South Sudan,ARQ,2019,0
Africa,South Sudan,ARQ,2020,0
Africa,South Sudan,ARQ,2021,0
Africa,South Sudan,ARQ,2022,0
Africa,South Sudan,GLOTIP,2019,0
Africa,South Sudan,GLOTIP,2020,0
Africa,South Sudan,GLOTIP,2021,0
Africa,South Sudan,GLOTIP,2022,0
Africa,South Sudan,IDS,2019,0
Africa,South Sudan,IDS,2020,0
Africa,South Sudan,IDS,2021,0
Africa,South Sudan,IDS,2022,0
Africa,South Sudan,UN-CTS,2019,0
Africa,South Sudan,UN-CTS,2020,0
Africa,South Sudan,UN-CTS,2021,0
Africa,South Sudan,UN-CTS,2022,0
Africa,South Sudan,UN-IAFQ,2019,0
Africa,South Sudan,UN-IAFQ,2020,0
Africa,South Sudan,UN-IAFQ,2021,0
Africa,South Sudan,UN-IAFQ,2022,0
Africa,Sudan,ARQ,2019,1
Africa,Sudan,ARQ,2020,0
Africa,Sudan,ARQ,2021,0
Africa,Sudan,ARQ,2022,0
Africa,Sudan,GLOTIP,2019,0
Africa,Sudan,GLOTIP,2020,0
Africa,Sudan,GLOTIP,2021,1
Africa,Sudan,GLOTIP,2022,0
Africa,Sudan,IDS,2019,1
Africa,Sudan,IDS,2020,0
Africa,Sudan,IDS,2021,0
Africa,Sudan,IDS,2022,0
Africa,Sudan,UN-CTS,2019,0
Africa,Sudan,UN-CTS,2020,0
Africa,Sudan,UN-CTS,2021,0
Africa,Sudan,UN-CTS,2022,0
Africa,Sudan,UN-IAFQ,2019,0
Africa,Sudan,UN-IAFQ,2020,0
Africa,Sudan,UN-IAFQ,2021,0
Africa,Sudan,UN-IAFQ,2022,0
Africa,Togo,ARQ,2019,0
Africa,Togo,ARQ,2020,1
Africa,Togo,ARQ,2021,1
Africa,Togo,ARQ,2022,1
Africa,Togo,GLOTIP,2019,0
Africa,Togo,GLOTIP,2020,0
Africa,Togo,GLOTIP,2021,0
Africa,Togo,GLOTIP,2022,0
Africa,Togo,IDS,2019,0
Africa,Togo,IDS,2020,0
Africa,Togo,IDS,2021,0
Africa,Togo,IDS,2022,0
Africa,Togo,UN-CTS,2019,0
Africa,Togo,UN-CTS,2020,0
Africa,Togo,UN-CTS,2021,0
Africa,Togo,UN-CTS,2022,0
Africa,Togo,UN-IAFQ,2019,0
Africa,Togo,UN-IAFQ,2020,0
Africa,Togo,UN-IAFQ,2021,0
Africa,Togo,UN-IAFQ,2022,0
Africa,Tunisia,ARQ,2019,1
Africa,Tunisia,ARQ,2020,1
Africa,Tunisia,ARQ,2021,0
Africa,Tunisia,ARQ,2022,0
Africa,Tunisia,GLOTIP,2019,0
Africa,Tunisia,GLOTIP,2020,0
Africa,Tunisia,GLOTIP,2021,1
Africa,Tunisia,GLOTIP,2022,0
Africa,Tunisia,IDS,2019,1
Africa,Tunisia,IDS,2020,0
Africa,Tunisia,IDS,2021,1
Africa,Tunisia,IDS,2022,0
Africa,Tunisia,UN-CTS,2019,0
Africa,Tunisia,UN-CTS,2020,0
Africa,Tunisia,UN-CTS,2021,0
Africa,Tunisia,UN-CTS,2022,0
Africa,Tunisia,UN-IAFQ,2019,1
Africa,Tunisia,UN-IAFQ,2020,0
Africa,Tunisia,UN-IAFQ,2021,0
Africa,Tunisia,UN-IAFQ,2022,0
Africa,Uganda,ARQ,2019,0
Africa,Uganda,ARQ,2020,0
Africa,Uganda,ARQ,2021,0
Africa,Uganda,ARQ,2022,0
Africa,Uganda,GLOTIP,2019,0
Africa,Uganda,GLOTIP,2020,0
Africa,Uganda,GLOTIP,2021,0
Africa,Uganda,GLOTIP,2022,0
Africa,Uganda,IDS,2019,0
Africa,Uganda,IDS,2020,0
Africa,Uganda,IDS,2021,0
Africa,Uganda,IDS,2022,0
Africa,Uganda,UN-CTS,2019,0
Africa,Uganda,UN-CTS,2020,0
Africa,Uganda,UN-CTS,2021,0
Africa,Uganda,UN-CTS,2022,0
Africa,Uganda,UN-IAFQ,2019,0
Africa,Uganda,UN-IAFQ,2020,0
Africa,Uganda,UN-IAFQ,2021,0
Africa,Uganda,UN-IAFQ,2022,0
Africa,United Republic of Tanzania,ARQ,2019,0
Africa,United Republic of Tanzania,ARQ,2020,0
Africa,United Republic of Tanzania,ARQ,2021,0
Africa,United Republic of Tanzania,ARQ,2022,0
Africa,United Republic of Tanzania,GLOTIP,2019,0
Africa,United Republic of Tanzania,GLOTIP,2020,0
Africa,United Republic of Tanzania,GLOTIP,2021,0
Africa,United Republic of Tanzania,GLOTIP,2022,0
Africa,United Republic of Tanzania,IDS,2019,0
Africa,United Republic of Tanzania,IDS,2020,0
Africa,United Republic of Tanzania,IDS,2021,0
Africa,United Republic of Tanzania,IDS,2022,1
Africa,United Republic of Tanzania,UN-CTS,2019,0
Africa,United Republic of Tanzania,UN-CTS,2020,0
Africa,United Republic of Tanzania,UN-CTS,2021,0
Africa,United Republic of Tanzania,UN-CTS,2022,0
Africa,United Republic of Tanzania,UN-IAFQ,2019,0
Africa,United Republic of Tanzania,UN-IAFQ,2020,0
Africa,United Republic of Tanzania,UN-IAFQ,2021,0
Africa,United Republic of Tanzania,UN-IAFQ,2022,0
Africa,Western Sahara,ARQ,2019,0
Africa,Western Sahara,ARQ,2020,0
Africa,Western Sahara,ARQ,2021,0
Africa,Western Sahara,ARQ,2022,0
Africa,Western Sahara,GLOTIP,2019,0
Africa,Western Sahara,GLOTIP,2020,0
Africa,Western Sahara,GLOTIP,2021,0
Africa,Western Sahara,GLOTIP,2022,0
Africa,Western Sahara,IDS,2019,0
Africa,Western Sahara,IDS,2020,0
Africa,Western Sahara,IDS,2021,0
Africa,Western Sahara,IDS,2022,0
Africa,Western Sahara,UN-CTS,2019,0
Africa,Western Sahara,UN-CTS,2020,0
Africa,Western Sahara,UN-CTS,2021,0
Africa,Western Sahara,UN-CTS,2022,0
Africa,Western Sahara,UN-IAFQ,2019,0
Africa,Western Sahara,UN-IAFQ,2020,0
Africa,Western Sahara,UN-IAFQ,2021,0
Africa,Western Sahara,UN-IAFQ,2022,0
Africa,Zambia,ARQ,2019,1
Africa,Zambia,ARQ,2020,1
Africa,Zambia,ARQ,2021,1
Africa,Zambia,ARQ,2022,1
Africa,Zambia,GLOTIP,2019,0
Africa,Zambia,GLOTIP,2020,0
Africa,Zambia,GLOTIP,2021,0
Africa,Zambia,GLOTIP,2022,0
Africa,Zambia,IDS,2019,1
Africa,Zambia,IDS,2020,1
Africa,Zambia,IDS,2021,0
Africa,Zambia,IDS,2022,1
Africa,Zambia,UN-CTS,2019,0
Africa,Zambia,UN-CTS,2020,0
Africa,Zambia,UN-CTS,2021,0
Africa,Zambia,UN-CTS,2022,0
Africa,Zambia,UN-IAFQ,2019,0
Africa,Zambia,UN-IAFQ,2020,1
Africa,Zambia,UN-IAFQ,2021,0
Africa,Zambia,UN-IAFQ,2022,0
Africa,Zimbabwe,ARQ,2019,0
Africa,Zimbabwe,ARQ,2020,0
Africa,Zimbabwe,ARQ,2021,1
Africa,Zimbabwe,ARQ,2022,0
Africa,Zimbabwe,GLOTIP,2019,0
Africa,Zimbabwe,GLOTIP,2020,0
Africa,Zimbabwe,GLOTIP,2021,0
Africa,Zimbabwe,GLOTIP,2022,0
Africa,Zimbabwe,IDS,2019,0
Africa,Zimbabwe,IDS,2020,0
Africa,Zimbabwe,IDS,2021,0
Africa,Zimbabwe,IDS,2022,1
Africa,Zimbabwe,UN-CTS,2019,0
Africa,Zimbabwe,UN-CTS,2020,0
Africa,Zimbabwe,UN-CTS,2021,1
Africa,Zimbabwe,UN-CTS,2022,0
Africa,Zimbabwe,UN-IAFQ,2019,0
Africa,Zimbabwe,UN-IAFQ,2020,0
Africa,Zimbabwe,UN-IAFQ,2021,0
Africa,Zimbabwe,UN-IAFQ,2022,0
Asia,Afghanistan,ARQ,2019,0
Asia,Afghanistan,ARQ,2020,0
Asia,Afghanistan,ARQ,2021,0
Asia,Afghanistan,ARQ,2022,1
Asia,Afghanistan,GLOTIP,2019,0
Asia,Afghanistan,GLOTIP,2020,0
Asia,Afghanistan,GLOTIP,2021,0
Asia,Afghanistan,GLOTIP,2022,0
Asia,Afghanistan,IDS,2019,0
Asia,Afghanistan,IDS,2020,0
Asia,Afghanistan,IDS,2021,0
Asia,Afghanistan,IDS,2022,1
Asia,Afghanistan,UN-CTS,2019,0
Asia,Afghanistan,UN-CTS,2020,0
Asia,Afghanistan,UN-CTS,2021,0
Asia,Afghanistan,UN-CTS,2022,0
Asia,Afghanistan,UN-IAFQ,2019,0
Asia,Afghanistan,UN-IAFQ,2020,0
Asia,Afghanistan,UN-IAFQ,2021,0
Asia,Afghanistan,UN-IAFQ,2022,0
Asia,Armenia,ARQ,2019,1
Asia,Armenia,ARQ,2020,1
Asia,Armenia,ARQ,2021,1
Asia,Armenia,ARQ,2022,1
Asia,Armenia,GLOTIP,2019,0
Asia,Armenia,GLOTIP,2020,0
Asia,Armenia,GLOTIP,2021,1
Asia,Armenia,GLOTIP,2022,0
Asia,Armenia,IDS,2019,1
Asia,Armenia,IDS,2020,1
Asia,Armenia,IDS,2022,1
Asia,Armenia,UN-CTS,2019,1
Asia,Armenia,UN-CTS,2020,1
Asia,Armenia,UN-CTS,2021,1
Asia,Armenia,UN-CTS,2022,0
Asia,Armenia,UN-IAFQ,2019,1
Asia,Armenia,UN-IAFQ,2020,0
Asia,Armenia,UN-IAFQ,2021,1
Asia,Armenia,UN-IAFQ,2022,0
Asia,Azerbaijan,ARQ,2019,1
Asia,Azerbaijan,ARQ,2020,1
Asia,Azerbaijan,ARQ,2021,1
Asia,Azerbaijan,ARQ,2022,1
Asia,Azerbaijan,GLOTIP,2019,0
Asia,Azerbaijan,GLOTIP,2020,0
Asia,Azerbaijan,GLOTIP,2021,0
Asia,Azerbaijan,GLOTIP,2022,1
Asia,Azerbaijan,IDS,2019,1
Asia,Azerbaijan,IDS,2020,1
Asia,Azerbaijan,IDS,2021,1
Asia,Azerbaijan,IDS,2022,0
Asia,Azerbaijan,UN-CTS,2019,1
Asia,Azerbaijan,UN-CTS,2020,1
Asia,Azerbaijan,UN-CTS,2021,1
Asia,Azerbaijan,UN-CTS,2022,0
Asia,Azerbaijan,UN-IAFQ,2019,1
Asia,Azerbaijan,UN-IAFQ,2020,1
Asia,Azerbaijan,UN-IAFQ,2021,0
Asia,Azerbaijan,UN-IAFQ,2022,1
Asia,Bangladesh,ARQ,2019,0
Asia,Bangladesh,ARQ,2020,1
Asia,Bangladesh,ARQ,2021,0
Asia,Bangladesh,ARQ,2022,0
Asia,Bangladesh,GLOTIP,2019,0
Asia,Bangladesh,GLOTIP,2020,0
Asia,Bangladesh,GLOTIP,2021,0
Asia,Bangladesh,GLOTIP,2022,0
Asia,Bangladesh,IDS,2019,0
Asia,Bangladesh,IDS,2020,0
Asia,Bangladesh,IDS,2021,0
Asia,Bangladesh,IDS,2022,0
Asia,Bangladesh,UN-CTS,2019,0
Asia,Bangladesh,UN-CTS,2020,0
Asia,Bangladesh,UN-CTS,2021,0
Asia,Bangladesh,UN-CTS,2022,0
Asia,Bangladesh,UN-IAFQ,2019,0
Asia,Bangladesh,UN-IAFQ,2020,0
Asia,Bangladesh,UN-IAFQ,2021,0
Asia,Bangladesh,UN-IAFQ,2022,0
Asia,Bhutan,ARQ,2019,0
Asia,Bhutan,ARQ,2020,0
Asia,Bhutan,ARQ,2021,0
Asia,Bhutan,ARQ,2022,1
Asia,Bhutan,GLOTIP,2019,0
Asia,Bhutan,GLOTIP,2020,0
Asia,Bhutan,GLOTIP,2021,1
Asia,Bhutan,GLOTIP,2022,0
Asia,Bhutan,IDS,2019,0
Asia,Bhutan,IDS,2020,0
Asia,Bhutan,IDS,2021,0
Asia,Bhutan,IDS,2022,0
Asia,Bhutan,UN-CTS,2019,1
Asia,Bhutan,UN-CTS,2020,0
Asia,Bhutan,UN-CTS,2021,1
Asia,Bhutan,UN-CTS,2022,0
Asia,Bhutan,UN-IAFQ,2019,0
Asia,Bhutan,UN-IAFQ,2020,0
Asia,Bhutan,UN-IAFQ,2021,0
Asia,Bhutan,UN-IAFQ,2022,0
Asia,Brunei Darussalam,ARQ,2019,1
Asia,Brunei Darussalam,ARQ,2020,1
Asia,Brunei Darussalam,ARQ,2021,1
Asia,Brunei Darussalam,ARQ,2022,1
Asia,Brunei Darussalam,GLOTIP,2019,0
Asia,Brunei Darussalam,GLOTIP,2020,0
Asia,Brunei Darussalam,GLOTIP,2021,1
Asia,Brunei Darussalam,GLOTIP,2022,0
Asia,Brunei Darussalam,IDS,2019,1
Asia,Brunei Darussalam,IDS,2020,0
Asia,Brunei Darussalam,IDS,2021,1
Asia,Brunei Darussalam,IDS,2022,1
Asia,Brunei Darussalam,UN-CTS,2019,0
Asia,Brunei Darussalam,UN-CTS,2020,0
Asia,Brunei Darussalam,UN-CTS,2021,0
Asia,Brunei Darussalam,UN-CTS,2022,0
Asia,Brunei Darussalam,UN-IAFQ,2019,0
Asia,Brunei Darussalam,UN-IAFQ,2020,0
Asia,Brunei Darussalam,UN-IAFQ,2021,0
Asia,Brunei Darussalam,UN-IAFQ,2022,0
Asia,Cambodia,ARQ,2019,0
Asia,Cambodia,ARQ,2020,0
Asia,Cambodia,ARQ,2021,0
Asia,Cambodia,ARQ,2022,0
Asia,Cambodia,GLOTIP,2019,0
Asia,Cambodia,GLOTIP,2020,0
Asia,Cambodia,GLOTIP,2021,0
Asia,Cambodia,GLOTIP,2022,0
Asia,Cambodia,IDS,2019,0
Asia,Cambodia,IDS,2020,0
Asia,Cambodia,IDS,2021,0
Asia,Cambodia,IDS,2022,0
Asia,Cambodia,UN-CTS,2019,0
Asia,Cambodia,UN-CTS,2020,0
Asia,Cambodia,UN-CTS,2021,0
Asia,Cambodia,UN-CTS,2022,0
Asia,Cambodia,UN-IAFQ,2019,0
Asia,Cambodia,UN-IAFQ,2020,0
Asia,Cambodia,UN-IAFQ,2021,0
Asia,Cambodia,UN-IAFQ,2022,0
Asia,China,ARQ,2019,1
Asia,China,ARQ,2020,1
Asia,China,ARQ,2021,1
Asia,China,ARQ,2022,1
Asia,China,GLOTIP,2019,0
Asia,China,GLOTIP,2020,0
Asia,China,GLOTIP,2021,0
Asia,China,GLOTIP,2022,0
Asia,China,IDS,2019,1
Asia,China,IDS,2020,1
Asia,China,IDS,2021,1
Asia,China,IDS,2022,1
Asia,China,UN-CTS,2019,0
Asia,China,UN-CTS,2020,0
Asia,China,UN-CTS,2021,0
Asia,China,UN-CTS,2022,0
Asia,China,UN-IAFQ,2019,0
Asia,China,UN-IAFQ,2020,0
Asia,China,UN-IAFQ,2021,0
Asia,China,UN-IAFQ,2022,0
Asia,China (excl. Hongkong and Macao),ARQ,2019,0
Asia,China (excl. Hongkong and Macao),ARQ,2020,0
Asia,China (excl. Hongkong and Macao),ARQ,2021,0
Asia,China (excl. Hongkong and Macao),ARQ,2022,0
Asia,China (excl. Hongkong and Macao),GLOTIP,2019,0
Asia,China (excl. Hongkong and Macao),GLOTIP,2020,0
Asia,China (excl. Hongkong and Macao),GLOTIP,2021,0
Asia,China (excl. Hongkong and Macao),GLOTIP,2022,0
Asia,China (excl. Hongkong and Macao),IDS,2019,0
Asia,China (excl. Hongkong and Macao),IDS,2020,0
Asia,China (excl. Hongkong and Macao),IDS,2021,0
Asia,China (excl. Hongkong and Macao),IDS,2022,0
Asia,China (excl. Hongkong and Macao),UN-CTS,2019,0
Asia,China (excl. Hongkong and Macao),UN-CTS,2020,0
Asia,China (excl. Hongkong and Macao),UN-CTS,2021,0
Asia,China (excl. Hongkong and Macao),UN-CTS,2022,0
Asia,China (excl. Hongkong and Macao),UN-IAFQ,2019,0
Asia,China (excl. Hongkong and Macao),UN-IAFQ,2020,0
Asia,China (excl. Hongkong and Macao),UN-IAFQ,2021,0
Asia,China (excl. Hongkong and Macao),UN-IAFQ,2022,0
Asia,"China, Hong Kong SAR",ARQ,2019,1
Asia,"China, Hong Kong SAR",ARQ,2020,1
Asia,"China, Hong Kong SAR",ARQ,2021,1
Asia,"China, Hong Kong SAR",ARQ,2022,1
Asia,"China, Hong Kong SAR",GLOTIP,2019,0
Asia,"China, Hong Kong SAR",GLOTIP,2020,0
Asia,"China, Hong Kong SAR",GLOTIP,2021,0
Asia,"China, Hong Kong SAR",GLOTIP,2022,0
Asia,"China, Hong Kong SAR",IDS,2019,0
Asia,"China, Hong Kong SAR",IDS,2020,0
Asia,"China, Hong Kong SAR",IDS,2021,1
Asia,"China, Hong Kong SAR",IDS,2022,1
Asia,"China, Hong Kong SAR",UN-CTS,2019,1
Asia,"China, Hong Kong SAR",UN-CTS,2020,1
